dataset	input_total_peaks	motif	real_int	shuffled_int	p_val	adj_pval	enr_fold
mesophyll_top10000	15121.0	M01292	632.0	444.0	0.0009	0.001804054054054054	1.4234234234234233
mesophyll_top10000	15121.0	M01293	235.0	177.0	0.0009	0.001804054054054054	1.3276836158192091
mesophyll_top10000	15121.0	M01311	775.0	334.0	0.0009	0.001804054054054054	2.320359281437126
mesophyll_top10000	15121.0	M01312	639.0	317.0	0.0009	0.001804054054054054	2.0157728706624605
mesophyll_top10000	15121.0	M01313	491.0	278.0	0.0009	0.001804054054054054	1.7661870503597121
mesophyll_top10000	15121.0	M01314	447.0	250.0	0.0009	0.001804054054054054	1.788
mesophyll_top10000	15121.0	M01315	542.0	338.0	0.0009	0.001804054054054054	1.6035502958579881
mesophyll_top10000	15121.0	M01316	758.0	338.0	0.0009	0.001804054054054054	2.242603550295858
mesophyll_top10000	15121.0	M01317	702.0	277.0	0.0009	0.001804054054054054	2.5342960288808665
mesophyll_top10000	15121.0	M01318	725.0	294.0	0.0009	0.001804054054054054	2.4659863945578233
mesophyll_top10000	15121.0	M01319	135.0	219.0	1.0	1.0	0.6164383561643836
mesophyll_top10000	15121.0	M01320	300.0	298.0	0.457	0.7297787081339713	1.0067114093959733
mesophyll_top10000	15121.0	M01321	279.0	356.0	1.0	1.0	0.7837078651685393
mesophyll_top10000	15121.0	M01322	206.0	284.0	1.0	1.0	0.7253521126760564
mesophyll_top10000	15121.0	M01324	329.0	342.0	0.79	1.0	0.9619883040935673
mesophyll_top10000	15121.0	M01325	219.0	269.0	0.999	1.0	0.8141263940520446
mesophyll_top10000	15121.0	M01517	422.0	135.0	0.0009	0.001804054054054054	3.1259259259259258
mesophyll_top10000	15121.0	M01565	560.0	468.0	0.0009	0.001804054054054054	1.1965811965811965
mesophyll_top10000	15121.0	M01566	392.0	270.5	0.0009	0.001804054054054054	1.4491682070240295
mesophyll_top10000	15121.0	M01567	391.0	121.0	0.0009	0.001804054054054054	3.231404958677686
mesophyll_top10000	15121.0	M01602	454.0	161.0	0.0009	0.001804054054054054	2.8198757763975157
mesophyll_top10000	15121.0	M01603	924.0	327.0	0.0009	0.001804054054054054	2.8256880733944953
mesophyll_top10000	15121.0	M01604	814.0	291.0	0.0009	0.001804054054054054	2.797250859106529
mesophyll_top10000	15121.0	M01606	830.0	306.0	0.0009	0.001804054054054054	2.712418300653595
mesophyll_top10000	15121.0	M01607	730.0	333.5	0.0009	0.001804054054054054	2.188905547226387
mesophyll_top10000	15121.0	M01608	707.0	345.0	0.0009	0.001804054054054054	2.0492753623188404
mesophyll_top10000	15121.0	M01610	683.0	500.0	0.0009	0.001804054054054054	1.366
mesophyll_top10000	15121.0	M01611	640.0	476.0	0.0009	0.001804054054054054	1.3445378151260505
mesophyll_top10000	15121.0	M01612	666.0	466.0	0.0009	0.001804054054054054	1.4291845493562232
mesophyll_top10000	15121.0	M01613	721.0	328.0	0.0009	0.001804054054054054	2.198170731707317
mesophyll_top10000	15121.0	M01615	756.0	355.0	0.0009	0.001804054054054054	2.129577464788732
mesophyll_top10000	15121.0	M01616	442.0	159.0	0.0009	0.001804054054054054	2.779874213836478
mesophyll_top10000	15121.0	M01617	693.0	323.0	0.0009	0.001804054054054054	2.1455108359133126
mesophyll_top10000	15121.0	M01618	449.0	135.0	0.0009	0.001804054054054054	3.325925925925926
mesophyll_top10000	15121.0	M01619	797.0	271.0	0.0009	0.001804054054054054	2.940959409594096
mesophyll_top10000	15121.0	M01620	642.0	425.0	0.0009	0.001804054054054054	1.5105882352941176
mesophyll_top10000	15121.0	M01621	969.0	352.0	0.0009	0.001804054054054054	2.752840909090909
mesophyll_top10000	15121.0	M01622	405.0	158.0	0.0009	0.001804054054054054	2.5632911392405062
mesophyll_top10000	15121.0	M01623	253.0	193.0	0.0009	0.001804054054054054	1.310880829015544
mesophyll_top10000	15121.0	M01624	397.0	316.0	0.0009	0.001804054054054054	1.2563291139240507
mesophyll_top10000	15121.0	M01625	568.0	439.0	0.0009	0.001804054054054054	1.2938496583143508
mesophyll_top10000	15121.0	M01626	416.0	158.0	0.0009	0.001804054054054054	2.632911392405063
mesophyll_top10000	15121.0	M01627	301.0	284.0	0.157	0.2704451612903226	1.0598591549295775
mesophyll_top10000	15121.0	M01628	698.0	258.0	0.0009	0.001804054054054054	2.705426356589147
mesophyll_top10000	15121.0	M01629	886.0	348.0	0.0009	0.001804054054054054	2.545977011494253
mesophyll_top10000	15121.0	M01630	859.0	368.0	0.0009	0.001804054054054054	2.3342391304347827
mesophyll_top10000	15121.0	M01631	945.0	334.0	0.0009	0.001804054054054054	2.8293413173652695
mesophyll_top10000	15121.0	M01632	598.0	262.0	0.0009	0.001804054054054054	2.282442748091603
mesophyll_top10000	15121.0	M01633	948.0	345.0	0.0009	0.001804054054054054	2.747826086956522
mesophyll_top10000	15121.0	M01634	742.0	313.0	0.0009	0.001804054054054054	2.3706070287539935
mesophyll_top10000	15121.0	M01643	744.0	339.0	0.0009	0.001804054054054054	2.1946902654867255
mesophyll_top10000	15121.0	M01644	756.0	333.0	0.0009	0.001804054054054054	2.27027027027027
mesophyll_top10000	15121.0	M01646	365.0	341.0	0.097	0.1706126482213439	1.0703812316715542
mesophyll_top10000	15121.0	M01648	295.0	433.0	1.0	1.0	0.6812933025404158
mesophyll_top10000	15121.0	M01671	603.0	380.0	0.0009	0.001804054054054054	1.5868421052631578
mesophyll_top10000	15121.0	M01672	661.0	293.0	0.0009	0.001804054054054054	2.255972696245734
mesophyll_top10000	15121.0	M01673	691.0	454.0	0.0009	0.001804054054054054	1.5220264317180616
mesophyll_top10000	15121.0	M01674	586.0	367.0	0.0009	0.001804054054054054	1.5967302452316077
mesophyll_top10000	15121.0	M01675	641.0	474.0	0.0009	0.001804054054054054	1.3523206751054853
mesophyll_top10000	15121.0	M01676	368.0	343.0	0.102	0.17917105263157895	1.0728862973760933
mesophyll_top10000	15121.0	M01677	361.0	146.0	0.0009	0.001804054054054054	2.4726027397260273
mesophyll_top10000	15121.0	M01678	339.0	131.0	0.0009	0.001804054054054054	2.5877862595419847
mesophyll_top10000	15121.0	M01679	438.0	83.0	0.0009	0.001804054054054054	5.27710843373494
mesophyll_top10000	15121.0	M01680	441.0	108.0	0.0009	0.001804054054054054	4.083333333333333
mesophyll_top10000	15121.0	M01681	671.0	293.0	0.0009	0.001804054054054054	2.2901023890784984
mesophyll_top10000	15121.0	M01682	389.0	158.0	0.0009	0.001804054054054054	2.462025316455696
mesophyll_top10000	15121.0	M01683	485.0	296.0	0.0009	0.001804054054054054	1.6385135135135136
mesophyll_top10000	15121.0	M01684	546.0	343.0	0.0009	0.001804054054054054	1.5918367346938775
mesophyll_top10000	15121.0	M01685	662.0	459.0	0.0009	0.001804054054054054	1.4422657952069717
mesophyll_top10000	15121.0	M01686	615.0	378.0	0.0009	0.001804054054054054	1.626984126984127
mesophyll_top10000	15121.0	M01687	415.0	124.0	0.0009	0.001804054054054054	3.346774193548387
mesophyll_top10000	15121.0	M01688	391.0	135.0	0.0009	0.001804054054054054	2.8962962962962964
mesophyll_top10000	15121.0	M01689	508.0	290.0	0.0009	0.001804054054054054	1.7517241379310344
mesophyll_top10000	15121.0	M01690	606.0	435.0	0.0009	0.001804054054054054	1.393103448275862
mesophyll_top10000	15121.0	M01691	388.0	161.0	0.0009	0.001804054054054054	2.409937888198758
mesophyll_top10000	15121.0	M01692	652.0	461.0	0.0009	0.001804054054054054	1.4143167028199566
mesophyll_top10000	15121.0	M01693	589.0	301.0	0.0009	0.001804054054054054	1.956810631229236
mesophyll_top10000	15121.0	M01694	494.0	265.0	0.0009	0.001804054054054054	1.8641509433962264
mesophyll_top10000	15121.0	M01697	459.0	439.0	0.171	0.2919245524296675	1.0455580865603644
mesophyll_top10000	15121.0	M01698	389.0	186.0	0.0009	0.001804054054054054	2.0913978494623655
mesophyll_top10000	15121.0	M01699	620.0	257.0	0.0009	0.001804054054054054	2.412451361867704
mesophyll_top10000	15121.0	M01700	799.0	359.0	0.0009	0.001804054054054054	2.2256267409470754
mesophyll_top10000	15121.0	M01701	494.0	191.0	0.0009	0.001804054054054054	2.586387434554974
mesophyll_top10000	15121.0	M01702	651.0	296.0	0.0009	0.001804054054054054	2.199324324324324
mesophyll_top10000	15121.0	M01703	389.0	207.0	0.0009	0.001804054054054054	1.8792270531400965
mesophyll_top10000	15121.0	M01705	513.0	274.0	0.0009	0.001804054054054054	1.8722627737226278
mesophyll_top10000	15121.0	M01707	579.0	248.0	0.0009	0.001804054054054054	2.3346774193548385
mesophyll_top10000	15121.0	M01708	639.0	252.0	0.0009	0.001804054054054054	2.5357142857142856
mesophyll_top10000	15121.0	M01709	711.0	341.0	0.0009	0.001804054054054054	2.0850439882697946
mesophyll_top10000	15121.0	M01710	817.0	360.0	0.0009	0.001804054054054054	2.2694444444444444
mesophyll_top10000	15121.0	M01712	780.0	383.0	0.0009	0.001804054054054054	2.0365535248041775
mesophyll_top10000	15121.0	M01713	619.0	276.0	0.0009	0.001804054054054054	2.2427536231884058
mesophyll_top10000	15121.0	M01756	562.0	245.0	0.0009	0.001804054054054054	2.293877551020408
mesophyll_top10000	15121.0	M01757	550.0	248.0	0.0009	0.001804054054054054	2.217741935483871
mesophyll_top10000	15121.0	M01758	523.0	261.0	0.0009	0.001804054054054054	2.003831417624521
mesophyll_top10000	15121.0	M01768	768.0	308.0	0.0009	0.001804054054054054	2.4935064935064934
mesophyll_top10000	15121.0	M01770	580.0	276.0	0.0009	0.001804054054054054	2.101449275362319
