dataset	input_total_peaks	motif	real_int	shuffled_int	p_val	adj_pval	enr_fold
bundle_sheath_top10000	15469.0	M07151	347.0	377.0	0.952	1.0	0.9204244031830239
bundle_sheath_top10000	15469.0	M07152	432.0	438.0	0.636	0.9434	0.9863013698630136
bundle_sheath_top10000	15469.0	M07153	209.0	307.0	1.0	1.0	0.6807817589576547
bundle_sheath_top10000	15469.0	M07154	427.0	383.0	0.021	0.037580428954423595	1.114882506527415
bundle_sheath_top10000	15469.0	M07155	653.0	304.0	0.0009	0.0017695139911634758	2.148026315789474
bundle_sheath_top10000	15469.0	M07156	391.0	261.0	0.0009	0.0017695139911634758	1.4980842911877394
bundle_sheath_top10000	15469.0	M07157	385.0	280.0	0.0009	0.0017695139911634758	1.375
bundle_sheath_top10000	15469.0	M07158	384.0	249.5	0.0009	0.0017695139911634758	1.5390781563126252
bundle_sheath_top10000	15469.0	M07159	627.0	344.0	0.0009	0.0017695139911634758	1.822674418604651
bundle_sheath_top10000	15469.0	M07160	371.0	153.0	0.0009	0.0017695139911634758	2.4248366013071894
bundle_sheath_top10000	15469.0	M07164	258.0	392.0	1.0	1.0	0.6581632653061225
bundle_sheath_top10000	15469.0	M07165	286.0	336.0	0.999	1.0	0.8511904761904762
bundle_sheath_top10000	15469.0	M07167	237.0	349.0	1.0	1.0	0.6790830945558739
bundle_sheath_top10000	15469.0	M07168	225.0	383.0	1.0	1.0	0.587467362924282
bundle_sheath_top10000	15469.0	M07176	579.0	362.0	0.0009	0.0017695139911634758	1.5994475138121547
bundle_sheath_top10000	15469.0	M07177	461.0	256.0	0.0009	0.0017695139911634758	1.80078125
bundle_sheath_top10000	15469.0	M07178	196.0	257.0	1.0	1.0	0.7626459143968871
bundle_sheath_top10000	15469.0	M07179	173.0	382.0	1.0	1.0	0.45287958115183247
bundle_sheath_top10000	15469.0	M07182	293.0	329.0	0.985	1.0	0.8905775075987842
bundle_sheath_top10000	15469.0	M07183	308.0	323.0	0.823	1.0	0.9535603715170279
bundle_sheath_top10000	15469.0	M07184	229.0	245.0	0.858	1.0	0.9346938775510204
bundle_sheath_top10000	15469.0	M07185	230.0	319.5	1.0	1.0	0.7198748043818466
bundle_sheath_top10000	15469.0	M07186	401.0	272.0	0.0009	0.0017695139911634758	1.474264705882353
bundle_sheath_top10000	15469.0	M07187	225.0	299.0	1.0	1.0	0.7525083612040134
bundle_sheath_top10000	15469.0	M07188	223.0	366.0	1.0	1.0	0.6092896174863388
bundle_sheath_top10000	15469.0	M07189	185.0	277.0	1.0	1.0	0.6678700361010831
bundle_sheath_top10000	15469.0	M07191	554.0	370.0	0.0009	0.0017695139911634758	1.4972972972972973
bundle_sheath_top10000	15469.0	M07192	389.0	417.0	0.925	1.0	0.9328537170263789
bundle_sheath_top10000	15469.0	M07193	246.0	320.0	1.0	1.0	0.76875
bundle_sheath_top10000	15469.0	M07194	171.0	408.0	1.0	1.0	0.41911764705882354
bundle_sheath_top10000	15469.0	M07195	168.0	410.0	1.0	1.0	0.4097560975609756
bundle_sheath_top10000	15469.0	M07200	188.0	311.0	1.0	1.0	0.6045016077170418
bundle_sheath_top10000	15469.0	M07201	156.0	333.0	1.0	1.0	0.46846846846846846
bundle_sheath_top10000	15469.0	M07204	518.0	350.0	0.0009	0.0017695139911634758	1.48
bundle_sheath_top10000	15469.0	M07205	296.0	317.0	0.893	1.0	0.9337539432176656
bundle_sheath_top10000	15469.0	M07206	232.0	403.0	1.0	1.0	0.575682382133995
bundle_sheath_top10000	15469.0	M07208	236.0	269.0	0.975	1.0	0.8773234200743495
bundle_sheath_top10000	15469.0	M07209	211.0	275.0	1.0	1.0	0.7672727272727272
bundle_sheath_top10000	15469.0	M07210	250.0	366.0	1.0	1.0	0.6830601092896175
bundle_sheath_top10000	15469.0	M07211	252.0	345.0	1.0	1.0	0.7304347826086957
bundle_sheath_top10000	15469.0	M07216	152.0	367.0	1.0	1.0	0.4141689373297003
bundle_sheath_top10000	15469.0	M07217	265.0	356.0	1.0	1.0	0.7443820224719101
bundle_sheath_top10000	15469.0	M07218	293.0	358.0	1.0	1.0	0.8184357541899442
bundle_sheath_top10000	15469.0	M07219	252.0	415.0	1.0	1.0	0.6072289156626506
bundle_sheath_top10000	15469.0	M07220	207.0	372.0	1.0	1.0	0.5564516129032258
bundle_sheath_top10000	15469.0	M07221	226.0	387.0	1.0	1.0	0.5839793281653747
bundle_sheath_top10000	15469.0	M07222	269.0	413.0	1.0	1.0	0.6513317191283293
bundle_sheath_top10000	15469.0	M07223	227.0	330.0	1.0	1.0	0.6878787878787879
bundle_sheath_top10000	15469.0	M07224	243.0	283.5	0.992	1.0	0.8571428571428571
bundle_sheath_top10000	15469.0	M07225	223.0	302.0	1.0	1.0	0.7384105960264901
bundle_sheath_top10000	15469.0	M07228	328.0	305.0	0.097	0.1647519083969466	1.0754098360655737
bundle_sheath_top10000	15469.0	M07229	246.0	292.0	0.998	1.0	0.8424657534246576
bundle_sheath_top10000	15469.0	M07232	370.0	299.5	0.0009	0.0017695139911634758	1.2353923205342237
bundle_sheath_top10000	15469.0	M07233	272.0	327.0	1.0	1.0	0.8318042813455657
bundle_sheath_top10000	15469.0	M07234	251.0	314.0	1.0	1.0	0.7993630573248408
bundle_sheath_top10000	15469.0	M07235	326.0	306.0	0.137	0.22748134328358213	1.065359477124183
bundle_sheath_top10000	15469.0	M07236	630.0	394.0	0.0009	0.0017695139911634758	1.598984771573604
bundle_sheath_top10000	15469.0	M07237	112.0	361.0	1.0	1.0	0.31024930747922436
bundle_sheath_top10000	15469.0	M07238	140.0	449.0	1.0	1.0	0.311804008908686
bundle_sheath_top10000	15469.0	M07239	249.0	330.0	1.0	1.0	0.7545454545454545
bundle_sheath_top10000	15469.0	M07240	293.0	320.0	0.942	1.0	0.915625
bundle_sheath_top10000	15469.0	M07241	317.0	373.0	0.995	1.0	0.8498659517426274
bundle_sheath_top10000	15469.0	M07242	188.0	293.0	1.0	1.0	0.6416382252559727
bundle_sheath_top10000	15469.0	M07245	161.0	385.0	1.0	1.0	0.41818181818181815
bundle_sheath_top10000	15469.0	M07246	160.0	394.0	1.0	1.0	0.40609137055837563
bundle_sheath_top10000	15469.0	M07248	387.0	225.0	0.0009	0.0017695139911634758	1.72
bundle_sheath_top10000	15469.0	M07249	256.0	339.0	1.0	1.0	0.7551622418879056
bundle_sheath_top10000	15469.0	M07250	235.0	355.0	1.0	1.0	0.6619718309859155
bundle_sheath_top10000	15469.0	M07251	231.0	341.5	1.0	1.0	0.6764275256222547
bundle_sheath_top10000	15469.0	M07253	463.0	246.0	0.0009	0.0017695139911634758	1.8821138211382114
bundle_sheath_top10000	15469.0	M07255	447.0	212.0	0.0009	0.0017695139911634758	2.108490566037736
bundle_sheath_top10000	15469.0	M07256	439.0	213.0	0.0009	0.0017695139911634758	2.0610328638497655
bundle_sheath_top10000	15469.0	M07259	469.0	231.0	0.0009	0.0017695139911634758	2.0303030303030303
bundle_sheath_top10000	15469.0	M07260	555.0	264.0	0.0009	0.0017695139911634758	2.102272727272727
bundle_sheath_top10000	15469.0	M07261	367.0	217.0	0.0009	0.0017695139911634758	1.6912442396313363
bundle_sheath_top10000	15469.0	M07262	487.0	245.0	0.0009	0.0017695139911634758	1.9877551020408164
bundle_sheath_top10000	15469.0	M07265	438.0	251.0	0.0009	0.0017695139911634758	1.745019920318725
bundle_sheath_top10000	15469.0	M07266	331.0	497.0	1.0	1.0	0.6659959758551308
bundle_sheath_top10000	15469.0	M07267	176.0	253.0	1.0	1.0	0.6956521739130435
bundle_sheath_top10000	15469.0	M07268	542.0	396.0	0.0009	0.0017695139911634758	1.3686868686868687
bundle_sheath_top10000	15469.0	M07269	333.0	354.0	0.876	1.0	0.940677966101695
bundle_sheath_top10000	15469.0	M07274	740.0	307.0	0.0009	0.0017695139911634758	2.41042345276873
bundle_sheath_top10000	15469.0	M07275	778.0	299.0	0.0009	0.0017695139911634758	2.6020066889632107
bundle_sheath_top10000	15469.0	M07277	946.0	366.5	0.0009	0.0017695139911634758	2.581173260572988
bundle_sheath_top10000	15469.0	M07278	965.0	311.0	0.0009	0.0017695139911634758	3.102893890675241
bundle_sheath_top10000	15469.0	M07279	981.0	305.0	0.0009	0.0017695139911634758	3.216393442622951
bundle_sheath_top10000	15469.0	M07280	1000.0	287.0	0.0009	0.0017695139911634758	3.484320557491289
bundle_sheath_top10000	15469.0	M07281	973.0	278.0	0.0009	0.0017695139911634758	3.5
bundle_sheath_top10000	15469.0	M07282	967.0	292.0	0.0009	0.0017695139911634758	3.3116438356164384
bundle_sheath_top10000	15469.0	M07283	913.0	332.0	0.0009	0.0017695139911634758	2.75
bundle_sheath_top10000	15469.0	M07284	733.0	294.0	0.0009	0.0017695139911634758	2.493197278911565
bundle_sheath_top10000	15469.0	M07285	931.0	316.0	0.0009	0.0017695139911634758	2.9462025316455698
bundle_sheath_top10000	15469.0	M07286	1000.0	297.0	0.0009	0.0017695139911634758	3.367003367003367
bundle_sheath_top10000	15469.0	M07289	687.0	314.0	0.0009	0.0017695139911634758	2.1878980891719744
bundle_sheath_top10000	15469.0	M07290	888.0	313.0	0.0009	0.0017695139911634758	2.8370607028753994
bundle_sheath_top10000	15469.0	M07291	919.0	362.0	0.0009	0.0017695139911634758	2.5386740331491713
bundle_sheath_top10000	15469.0	M07292	973.0	289.0	0.0009	0.0017695139911634758	3.366782006920415
bundle_sheath_top10000	15469.0	M07293	969.0	295.0	0.0009	0.0017695139911634758	3.2847457627118644
bundle_sheath_top10000	15469.0	M07294	937.0	259.0	0.0009	0.0017695139911634758	3.617760617760618
bundle_sheath_top10000	15469.0	M07295	475.0	282.0	0.0009	0.0017695139911634758	1.6843971631205674
bundle_sheath_top10000	15469.0	M07296	429.0	281.0	0.0009	0.0017695139911634758	1.5266903914590748
bundle_sheath_top10000	15469.0	M07297	371.0	263.0	0.0009	0.0017695139911634758	1.4106463878326996
bundle_sheath_top10000	15469.0	M07298	421.0	284.0	0.0009	0.0017695139911634758	1.482394366197183
bundle_sheath_top10000	15469.0	M07299	445.0	290.0	0.0009	0.0017695139911634758	1.5344827586206897
bundle_sheath_top10000	15469.0	M07300	386.0	239.0	0.0009	0.0017695139911634758	1.6150627615062763
bundle_sheath_top10000	15469.0	M07301	382.0	244.0	0.0009	0.0017695139911634758	1.5655737704918034
bundle_sheath_top10000	15469.0	M07369	299.0	362.0	0.998	1.0	0.8259668508287292
bundle_sheath_top10000	15469.0	M07372	254.0	332.0	1.0	1.0	0.7650602409638554
bundle_sheath_top10000	15469.0	M07373	201.0	252.0	1.0	1.0	0.7976190476190477
bundle_sheath_top10000	15469.0	M07374	214.0	348.0	1.0	1.0	0.6149425287356322
bundle_sheath_top10000	15469.0	M07375	169.0	327.0	1.0	1.0	0.5168195718654435
bundle_sheath_top10000	15469.0	M07376	176.0	324.0	1.0	1.0	0.5432098765432098
bundle_sheath_top10000	15469.0	M07377	282.0	346.0	0.999	1.0	0.815028901734104
bundle_sheath_top10000	15469.0	M07378	273.0	383.0	1.0	1.0	0.7127937336814621
bundle_sheath_top10000	15469.0	M07379	190.0	319.0	1.0	1.0	0.5956112852664577
bundle_sheath_top10000	15469.0	M07380	156.0	311.0	1.0	1.0	0.5016077170418006
bundle_sheath_top10000	15469.0	M07381	239.0	367.0	1.0	1.0	0.6512261580381471
bundle_sheath_top10000	15469.0	M07382	174.0	251.0	1.0	1.0	0.6932270916334662
bundle_sheath_top10000	15469.0	M07383	198.0	329.0	1.0	1.0	0.601823708206687
bundle_sheath_top10000	15469.0	M07384	192.0	336.0	1.0	1.0	0.5714285714285714
bundle_sheath_top10000	15469.0	M07385	162.0	292.0	1.0	1.0	0.5547945205479452
bundle_sheath_top10000	15469.0	M07386	194.0	307.0	1.0	1.0	0.6319218241042345
bundle_sheath_top10000	15469.0	M07387	228.0	371.0	1.0	1.0	0.6145552560646901
bundle_sheath_top10000	15469.0	M07388	142.0	263.0	1.0	1.0	0.5399239543726235
bundle_sheath_top10000	15469.0	M07389	165.0	261.0	1.0	1.0	0.632183908045977
bundle_sheath_top10000	15469.0	M07390	189.0	316.0	1.0	1.0	0.5981012658227848
bundle_sheath_top10000	15469.0	M07391	227.0	380.0	1.0	1.0	0.5973684210526315
bundle_sheath_top10000	15469.0	M07392	238.0	321.0	1.0	1.0	0.7414330218068536
bundle_sheath_top10000	15469.0	M07393	151.0	263.0	1.0	1.0	0.5741444866920152
bundle_sheath_top10000	15469.0	M07394	205.0	358.0	1.0	1.0	0.5726256983240223
bundle_sheath_top10000	15469.0	M07395	175.0	301.0	1.0	1.0	0.5813953488372093
bundle_sheath_top10000	15469.0	M07396	255.0	397.0	1.0	1.0	0.6423173803526449
bundle_sheath_top10000	15469.0	M07397	214.0	336.0	1.0	1.0	0.6369047619047619
bundle_sheath_top10000	15469.0	M07398	203.0	327.0	1.0	1.0	0.6207951070336392
bundle_sheath_top10000	15469.0	M07399	212.0	265.0	1.0	1.0	0.8
bundle_sheath_top10000	15469.0	M07400	203.0	329.0	1.0	1.0	0.6170212765957447
bundle_sheath_top10000	15469.0	M07401	200.0	332.5	1.0	1.0	0.6015037593984962
bundle_sheath_top10000	15469.0	M07402	209.0	287.0	1.0	1.0	0.7282229965156795
bundle_sheath_top10000	15469.0	M07403	221.0	367.0	1.0	1.0	0.6021798365122616
bundle_sheath_top10000	15469.0	M07404	259.0	301.0	0.997	1.0	0.8604651162790697
bundle_sheath_top10000	15469.0	M07405	219.0	292.0	1.0	1.0	0.75
bundle_sheath_top10000	15469.0	M07406	170.0	284.0	1.0	1.0	0.5985915492957746
bundle_sheath_top10000	15469.0	M07407	191.0	231.0	0.996	1.0	0.8268398268398268
bundle_sheath_top10000	15469.0	M07408	297.0	312.0	0.819	1.0	0.9519230769230769
bundle_sheath_top10000	15469.0	M07409	287.0	369.0	1.0	1.0	0.7777777777777778
bundle_sheath_top10000	15469.0	M07410	193.0	339.0	1.0	1.0	0.5693215339233039
bundle_sheath_top10000	15469.0	M07411	213.0	361.0	1.0	1.0	0.590027700831025
bundle_sheath_top10000	15469.0	M07412	242.0	310.0	1.0	1.0	0.7806451612903226
bundle_sheath_top10000	15469.0	M07413	180.0	263.0	1.0	1.0	0.6844106463878327
bundle_sheath_top10000	15469.0	M07414	185.0	361.0	1.0	1.0	0.5124653739612188
bundle_sheath_top10000	15469.0	M07415	213.0	337.0	1.0	1.0	0.6320474777448071
bundle_sheath_top10000	15469.0	M07416	156.0	330.0	1.0	1.0	0.4727272727272727
bundle_sheath_top10000	15469.0	M07417	169.0	315.0	1.0	1.0	0.5365079365079365
bundle_sheath_top10000	15469.0	M07418	195.0	349.0	1.0	1.0	0.5587392550143266
bundle_sheath_top10000	15469.0	M07419	139.0	252.0	1.0	1.0	0.5515873015873016
bundle_sheath_top10000	15469.0	M07420	209.0	356.0	1.0	1.0	0.5870786516853933
bundle_sheath_top10000	15469.0	M07421	208.0	333.5	1.0	1.0	0.623688155922039
bundle_sheath_top10000	15469.0	M07422	207.0	271.0	0.999	1.0	0.7638376383763837
bundle_sheath_top10000	15469.0	M07423	216.0	278.0	1.0	1.0	0.7769784172661871
bundle_sheath_top10000	15469.0	M07424	176.0	269.5	1.0	1.0	0.6530612244897959
bundle_sheath_top10000	15469.0	M07425	208.0	300.0	1.0	1.0	0.6933333333333334
bundle_sheath_top10000	15469.0	M07426	228.0	344.0	1.0	1.0	0.6627906976744186
bundle_sheath_top10000	15469.0	M07427	210.0	347.0	1.0	1.0	0.6051873198847262
bundle_sheath_top10000	15469.0	M07428	185.0	262.0	1.0	1.0	0.7061068702290076
bundle_sheath_top10000	15469.0	M07429	201.0	340.5	1.0	1.0	0.5903083700440529
bundle_sheath_top10000	15469.0	M07430	201.0	333.0	1.0	1.0	0.6036036036036037
bundle_sheath_top10000	15469.0	M07431	185.0	327.0	1.0	1.0	0.5657492354740061
bundle_sheath_top10000	15469.0	M07938	999.0	336.0	0.0009	0.0017695139911634758	2.9732142857142856
bundle_sheath_top10000	15469.0	M07939	720.0	420.0	0.0009	0.0017695139911634758	1.7142857142857142
bundle_sheath_top10000	15469.0	M07940	510.0	335.0	0.0009	0.0017695139911634758	1.5223880597014925
bundle_sheath_top10000	15469.0	M07941	703.0	414.0	0.0009	0.0017695139911634758	1.6980676328502415
bundle_sheath_top10000	15469.0	M07942	795.0	406.0	0.0009	0.0017695139911634758	1.958128078817734
bundle_sheath_top10000	15469.0	M07943	605.0	308.0	0.0009	0.0017695139911634758	1.9642857142857142
bundle_sheath_top10000	15469.0	M07977	535.0	244.0	0.0009	0.0017695139911634758	2.192622950819672
bundle_sheath_top10000	15469.0	M08045	341.0	270.0	0.0009	0.0017695139911634758	1.262962962962963
bundle_sheath_top10000	15469.0	M08046	507.0	343.0	0.0009	0.0017695139911634758	1.478134110787172
bundle_sheath_top10000	15469.0	M08047	578.0	314.0	0.0009	0.0017695139911634758	1.8407643312101911
bundle_sheath_top10000	15469.0	M08104	432.0	363.0	0.0009	0.0017695139911634758	1.1900826446280992
bundle_sheath_top10000	15469.0	M08106	397.0	322.0	0.0009	0.0017695139911634758	1.2329192546583851
bundle_sheath_top10000	15469.0	M08107	996.0	414.0	0.0009	0.0017695139911634758	2.4057971014492754
bundle_sheath_top10000	15469.0	M08108	538.0	355.0	0.0009	0.0017695139911634758	1.5154929577464789
bundle_sheath_top10000	15469.0	M08109	756.0	387.0	0.0009	0.0017695139911634758	1.9534883720930232
bundle_sheath_top10000	15469.0	M08110	578.0	401.0	0.0009	0.0017695139911634758	1.4413965087281795
bundle_sheath_top10000	15469.0	M08143	374.0	419.0	0.992	1.0	0.8926014319809069
bundle_sheath_top10000	15469.0	M08144	459.0	444.0	0.236	0.38096735187424424	1.0337837837837838
bundle_sheath_top10000	15469.0	M08146	341.0	396.0	0.997	1.0	0.8611111111111112
bundle_sheath_top10000	15469.0	M08147	388.0	313.0	0.0009	0.0017695139911634758	1.2396166134185302
bundle_sheath_top10000	15469.0	M08148	540.0	513.0	0.131	0.21806109725685785	1.0526315789473684
bundle_sheath_top10000	15469.0	M08180	294.0	401.0	1.0	1.0	0.7331670822942643
bundle_sheath_top10000	15469.0	M08196	360.0	286.0	0.0009	0.0017695139911634758	1.2587412587412588
bundle_sheath_top10000	15469.0	M08197	448.0	330.0	0.0009	0.0017695139911634758	1.3575757575757577
bundle_sheath_top10000	15469.0	M08231	305.0	306.0	0.518	0.7894178082191781	0.9967320261437909
bundle_sheath_top10000	15469.0	M08402	249.0	323.0	1.0	1.0	0.7708978328173375
bundle_sheath_top10000	15469.0	M08404	434.0	384.0	0.003	0.005625	1.1302083333333333
bundle_sheath_top10000	15469.0	M08407	253.0	235.0	0.122	0.20409774436090225	1.0765957446808512
bundle_sheath_top10000	15469.0	M08424	437.0	380.0	0.001	0.0019236311239193085	1.15
bundle_sheath_top10000	15469.0	M08425	434.0	459.0	0.885	1.0	0.9455337690631809
bundle_sheath_top10000	15469.0	M08478	508.0	351.0	0.0009	0.0017695139911634758	1.4472934472934473
bundle_sheath_top10000	15469.0	M08479	431.0	330.0	0.0009	0.0017695139911634758	1.3060606060606061
bundle_sheath_top10000	15469.0	M08603	571.0	231.0	0.0009	0.0017695139911634758	2.4718614718614718
bundle_sheath_top10000	15469.0	M08606	536.0	250.0	0.0009	0.0017695139911634758	2.144
bundle_sheath_top10000	15469.0	M08609	518.0	198.0	0.0009	0.0017695139911634758	2.6161616161616164
bundle_sheath_top10000	15469.0	M09019	427.0	415.0	0.268	0.42745519713261654	1.0289156626506024
bundle_sheath_top10000	15469.0	M09030	742.0	338.0	0.0009	0.0017695139911634758	2.195266272189349
bundle_sheath_top10000	15469.0	M09031	592.0	413.0	0.0009	0.0017695139911634758	1.4334140435835352
bundle_sheath_top10000	15469.0	M09034	902.0	406.0	0.0009	0.0017695139911634758	2.2216748768472905
bundle_sheath_top10000	15469.0	M09035	636.0	334.0	0.0009	0.0017695139911634758	1.904191616766467
bundle_sheath_top10000	15469.0	M09036	751.0	364.0	0.0009	0.0017695139911634758	2.0631868131868134
bundle_sheath_top10000	15469.0	M09037	726.0	335.0	0.0009	0.0017695139911634758	2.1671641791044776
bundle_sheath_top10000	15469.0	M09038	804.0	404.0	0.0009	0.0017695139911634758	1.99009900990099
bundle_sheath_top10000	15469.0	M09039	504.0	304.0	0.0009	0.0017695139911634758	1.6578947368421053
bundle_sheath_top10000	15469.0	M09040	791.0	431.0	0.0009	0.0017695139911634758	1.8352668213457077
bundle_sheath_top10000	15469.0	M09041	1019.0	368.0	0.0009	0.0017695139911634758	2.7690217391304346
bundle_sheath_top10000	15469.0	M09042	493.0	336.0	0.0009	0.0017695139911634758	1.4672619047619047
bundle_sheath_top10000	15469.0	M09043	809.0	354.0	0.0009	0.0017695139911634758	2.285310734463277
bundle_sheath_top10000	15469.0	M09230	305.0	373.0	1.0	1.0	0.8176943699731903
bundle_sheath_top10000	15469.0	M09232	184.0	258.0	1.0	1.0	0.7131782945736435
bundle_sheath_top10000	15469.0	M09432	168.0	328.0	1.0	1.0	0.5121951219512195
bundle_sheath_top10000	15469.0	M09433	165.0	346.0	1.0	1.0	0.476878612716763
bundle_sheath_top10000	15469.0	M09452	542.0	304.0	0.0009	0.0017695139911634758	1.7828947368421053
bundle_sheath_top10000	15469.0	M09521	424.0	276.0	0.0009	0.0017695139911634758	1.536231884057971
bundle_sheath_top10000	15469.0	M09522	497.0	346.0	0.0009	0.0017695139911634758	1.4364161849710984
bundle_sheath_top10000	15469.0	M09523	557.0	389.0	0.0009	0.0017695139911634758	1.4318766066838047
bundle_sheath_top10000	15469.0	M09524	570.0	433.0	0.0009	0.0017695139911634758	1.3163972286374135
bundle_sheath_top10000	15469.0	M09525	550.0	252.0	0.0009	0.0017695139911634758	2.1825396825396823
bundle_sheath_top10000	15469.0	M09526	399.0	344.5	0.002	0.0037765205091937768	1.158200290275762
bundle_sheath_top10000	15469.0	M09592	179.0	291.0	1.0	1.0	0.6151202749140894
bundle_sheath_top10000	15469.0	M09593	178.0	314.0	1.0	1.0	0.5668789808917197
bundle_sheath_top10000	15469.0	M09705	376.0	376.0	0.506	0.7737800687285223	1.0
bundle_sheath_top10000	15469.0	M09748	307.0	363.0	0.999	1.0	0.8457300275482094
bundle_sheath_top10000	15469.0	M09749	331.0	391.0	1.0	1.0	0.8465473145780051
bundle_sheath_top10000	15469.0	M09780	362.0	246.0	0.0009	0.0017695139911634758	1.4715447154471544
bundle_sheath_top10000	15469.0	M09781	371.0	318.0	0.006	0.01107883817427386	1.1666666666666667
bundle_sheath_top10000	15469.0	M10036	289.0	278.0	0.278	0.44182142857142864	1.039568345323741
bundle_sheath_top10000	15469.0	M10405	451.0	350.0	0.0009	0.0017695139911634758	1.2885714285714285
bundle_sheath_top10000	15469.0	M10436	349.0	359.0	0.719	1.0	0.9721448467966574
bundle_sheath_top10000	15469.0	M10438	694.0	501.0	0.0009	0.0017695139911634758	1.3852295409181636
bundle_sheath_top10000	15469.0	M10439	419.0	389.0	0.063	0.10838273195876288	1.077120822622108
bundle_sheath_top10000	15469.0	M10440	360.0	304.0	0.0009	0.0017695139911634758	1.1842105263157894
bundle_sheath_top10000	15469.0	M10444	482.0	304.0	0.0009	0.0017695139911634758	1.5855263157894737
bundle_sheath_top10000	15469.0	M10445	356.0	312.0	0.007	0.012854195323246217	1.141025641025641
bundle_sheath_top10000	15469.0	M10470	302.0	412.0	1.0	1.0	0.7330097087378641
bundle_sheath_top10000	15469.0	M10623	118.0	258.0	1.0	1.0	0.4573643410852713
bundle_sheath_top10000	15469.0	M10624	309.0	350.0	0.991	1.0	0.8828571428571429
bundle_sheath_top10000	15469.0	M10630	237.0	242.0	0.632	0.9385094549499443	0.9793388429752066
bundle_sheath_top10000	15469.0	M10863	323.0	395.0	0.999	1.0	0.8177215189873418
bundle_sheath_top10000	15469.0	M10908	306.0	275.0	0.03	0.052906208718626155	1.1127272727272728
bundle_sheath_top10000	15469.0	M10909	275.0	278.0	0.575	0.8663939051918735	0.9892086330935251
bundle_sheath_top10000	15469.0	M10923	261.0	400.0	1.0	1.0	0.6525
bundle_sheath_top10000	15469.0	M11037	415.0	311.0	0.0009	0.0017695139911634758	1.3344051446945338
bundle_sheath_top10000	15469.0	M11049	294.0	348.0	0.998	1.0	0.8448275862068966
bundle_sheath_top10000	15469.0	M11057	445.0	431.0	0.219	0.3548118932038835	1.0324825986078887
bundle_sheath_top10000	15469.0	M11061	663.0	487.0	0.0009	0.0017695139911634758	1.3613963039014374
bundle_sheath_top10000	15469.0	M11070	525.0	271.5	0.0009	0.0017695139911634758	1.9337016574585635
bundle_sheath_top10000	15469.0	M11071	290.0	290.0	0.508	0.775062857142857	1.0
bundle_sheath_top10000	15469.0	M11389	189.0	334.0	1.0	1.0	0.5658682634730539
bundle_sheath_top10000	15469.0	M11390	323.0	211.0	0.0009	0.0017695139911634758	1.5308056872037914
bundle_sheath_top10000	15469.0	M11491	214.0	350.0	1.0	1.0	0.6114285714285714
bundle_sheath_top10000	15469.0	MA0020.1	233.0	257.5	0.94	1.0	0.9048543689320389
bundle_sheath_top10000	15469.0	MA0021.1	222.0	352.0	1.0	1.0	0.6306818181818182
bundle_sheath_top10000	15469.0	MA0053.1	234.0	261.0	0.958	1.0	0.896551724137931
bundle_sheath_top10000	15469.0	MA0064.1	235.0	282.0	0.999	1.0	0.8333333333333334
bundle_sheath_top10000	15469.0	MA0120.1	534.0	490.0	0.031	0.05452569169960474	1.089795918367347
bundle_sheath_top10000	15469.0	MA0123.1	749.0	440.0	0.0009	0.0017695139911634758	1.7022727272727274
bundle_sheath_top10000	15469.0	MA0128.1	304.0	287.0	0.159	0.2617324290998767	1.0592334494773519
bundle_sheath_top10000	15469.0	MA0961.1	308.0	492.0	1.0	1.0	0.6260162601626016
bundle_sheath_top10000	15469.0	MA1019.1	1199.0	350.0	0.0009	0.0017695139911634758	3.4257142857142857
bundle_sheath_top10000	15469.0	MA1030.1	485.0	444.0	0.026	0.04621837549933422	1.0923423423423424
bundle_sheath_top10000	15469.0	MA1031.1	851.0	294.0	0.0009	0.0017695139911634758	2.8945578231292517
bundle_sheath_top10000	15469.0	MA1032.1	559.0	423.0	0.0009	0.0017695139911634758	1.3215130023640662
bundle_sheath_top10000	15469.0	MA1033.1	361.0	395.0	0.975	1.0	0.9139240506329114
bundle_sheath_top10000	15469.0	MA1034.1	473.0	169.0	0.0009	0.0017695139911634758	2.798816568047337
bundle_sheath_top10000	15469.0	MA1050.1	872.0	264.0	0.0009	0.0017695139911634758	3.303030303030303
bundle_sheath_top10000	15469.0	MA1416.1	339.0	137.0	0.0009	0.0017695139911634758	2.4744525547445257
bundle_sheath_top10000	15469.0	MA1417.1	214.0	299.0	1.0	1.0	0.7157190635451505
bundle_sheath_top10000	15469.0	MA1685.1	207.0	319.0	1.0	1.0	0.6489028213166145
bundle_sheath_top10000	15469.0	MA1686.1	369.0	301.0	0.0009	0.0017695139911634758	1.2259136212624584
bundle_sheath_top10000	15469.0	MA1687.1	136.0	283.0	1.0	1.0	0.48056537102473496
bundle_sheath_top10000	15469.0	MA1688.1	344.0	442.0	1.0	1.0	0.7782805429864253
bundle_sheath_top10000	15469.0	MA1689.1	358.0	389.0	0.938	1.0	0.9203084832904884
bundle_sheath_top10000	15469.0	MA1690.1	277.0	393.0	1.0	1.0	0.7048346055979644
bundle_sheath_top10000	15469.0	MA1691.1	431.0	355.0	0.0009	0.0017695139911634758	1.2140845070422535
bundle_sheath_top10000	15469.0	MA1692.1	306.0	334.0	0.937	1.0	0.9161676646706587
bundle_sheath_top10000	15469.0	MA1693.1	398.0	314.0	0.0009	0.0017695139911634758	1.267515923566879
