motif_id,gene_id
M00731,Zm00001d004086
M00731,Zm00001d034888
M00731,Zm00001d044171
M00731,Zm00001d043950
M00731,Zm00001d051550
M00731,Zm00001d030139
M00731,Zm00001d043569
M00731,Zm00001d002405
M00731,Zm00001d033965
M00731,Zm00001d008578
M00731,Zm00001d002452
M00731,Zm00001d016457
M00731,Zm00001d053369
M00731,Zm00001d038023
M00731,Zm00001d033291
M00731,Zm00001d024323
M00731,Zm00001d018656
M00731,Zm00001d044162
M00731,Zm00001d016052
M00731,Zm00001d012746
M00732,Zm00001d036726
M00732,Zm00001d008794
M00732,Zm00001d008191
M00732,Zm00001d045375
M00732,Zm00001d046805
M00732,Zm00001d045374
M00732,Zm00001d039532
M00732,Zm00001d008190
M00732,Zm00001d011237
M00732,Zm00001d040554
M00732,Zm00001d039044
M00732,Zm00001d009595
M00732,Zm00001d039244
M00732,Zm00001d039245
M00732,Zm00001d015515
M00750,Zm00001d006034
M00750,Zm00001d037159
M00750,Zm00001d018515
M00750,Zm00001d042960
M00750,Zm00001d037425
M00750,Zm00001d020951
M00750,Zm00001d050368
M00750,Zm00001d051861
M00750,Zm00001d032239
M00750,Zm00001d006035
M00751,Zm00001d051861
M00751,Zm00001d020951
M00751,Zm00001d006034
M00751,Zm00001d032239
M00751,Zm00001d037425
M00751,Zm00001d018515
M00751,Zm00001d037159
M00751,Zm00001d042960
M00751,Zm00001d050368
M00751,Zm00001d006035
M00840,Zm00001d017592
M00841,Zm00001d031796
M00841,Zm00001d023535
M00841,Zm00001d021089
M00841,Zm00001d026271
M00841,Zm00001d009103
M00841,Zm00001d038320
M00841,Zm00001d005892
M00841,Zm00001d025281
M00841,Zm00001d025409
M00841,Zm00001d003884
M00841,Zm00001d042717
M00841,Zm00001d040651
M00841,Zm00001d010175
M00841,Zm00001d002364
M00841,Zm00001d031673
M00841,Zm00001d053195
M00841,Zm00001d016616
M00842,Zm00001d052102
M00842,Zm00001d032077
M00843,Zm00001d002747
M00843,Zm00001d016262
M00843,Zm00001d008872
M00843,Zm00001d029884
M00843,Zm00001d002744
M00843,Zm00001d017478
M00843,Zm00001d046292
M00843,Zm00001d051355
M00843,Zm00001d016260
M00843,Zm00001d017480
M00843,Zm00001d017477
M00843,Zm00001d051350
M00843,Zm00001d000179
M00844,Zm00001d045204
M00844,Zm00001d026447
M00844,Zm00001d036298
M00844,Zm00001d002079
M00845,Zm00001d019230
M00845,Zm00001d002075
M00845,Zm00001d035512
M00845,Zm00001d046621
M00845,Zm00001d010988
M00845,Zm00001d034629
M00845,Zm00001d010987
M00847,Zm00001d019744
M00847,Zm00001d027687
M00847,Zm00001d047339
M00847,Zm00001d037941
M00847,Zm00001d044004
M00847,Zm00001d020595
M00847,Zm00001d005892
M00847,Zm00001d014113
M00847,Zm00001d011499
M00847,Zm00001d024324
M00847,Zm00001d012585
M00847,Zm00001d027686
M00847,Zm00001d021089
M00847,Zm00001d052087
M00847,Zm00001d043205
M00847,Zm00001d049364
M00847,Zm00001d045044
M00847,Zm00001d018305
M00847,Zm00001d052365
M00847,Zm00001d010676
M00847,Zm00001d005798
M00848,Zm00001d052167
M00848,Zm00001d017462
M00848,Zm00001d017466
M00848,Zm00001d039019
M00848,Zm00001d014113
M00848,Zm00001d009573
M00848,Zm00001d003884
M00848,Zm00001d026191
M00848,Zm00001d038585
M00848,Zm00001d027925
M00848,Zm00001d018158
M00848,Zm00001d000339
M00848,Zm00001d043491
M00848,Zm00001d032095
M00848,Zm00001d031673
M00848,Zm00001d002760
M00848,Zm00001d027686
M00848,Zm00001d025281
M00848,Zm00001d002761
M00848,Zm00001d025409
M00848,Zm00001d002762
M00848,Zm00001d038584
M00848,Zm00001d027687
M00848,Zm00001d019744
M00849,Zm00001d038585
M00849,Zm00001d027925
M00849,Zm00001d026191
M00849,Zm00001d018158
M00849,Zm00001d000339
M00849,Zm00001d017462
M00849,Zm00001d025281
M00849,Zm00001d052167
M00849,Zm00001d003884
M00849,Zm00001d039019
M00849,Zm00001d005892
M00849,Zm00001d031673
M00849,Zm00001d009573
M00849,Zm00001d025409
M00849,Zm00001d031796
M00849,Zm00001d002762
M00849,Zm00001d038584
M00850,Zm00001d026447
M00850,Zm00001d002079
M00850,Zm00001d036298
M00850,Zm00001d045204
M00851,Zm00001d035512
M00852,Zm00001d049295
M00852,Zm00001d050781
M00852,Zm00001d011953
M00852,Zm00001d043431
M00852,Zm00001d042267
M00852,Zm00001d043922
M00852,Zm00001d038698
M00852,Zm00001d041056
M00852,Zm00001d039006
M00852,Zm00001d003601
M00852,Zm00001d012731
M00852,Zm00001d016838
M00852,Zm00001d023659
M00854,Zm00001d033267
M00854,Zm00001d000291
M00854,Zm00001d008205
M00854,Zm00001d031044
M00854,Zm00001d040536
M00854,Zm00001d018416
M00854,Zm00001d034298
M00854,Zm00001d020490
M00854,Zm00001d045212
M00854,Zm00001d024783
M00854,Zm00001d045107
M00854,Zm00001d005750
M00854,Zm00001d040535
M00856,Zm00001d043153
M00856,Zm00001d022542
M00856,Zm00001d012553
M00856,Zm00001d008225
M00858,Zm00001d036330
M00858,Zm00001d034639
M00858,Zm00001d038379
M00858,Zm00001d028667
M00858,Zm00001d042933
M00858,Zm00001d012427
M00858,Zm00001d042934
M00858,Zm00001d047786
M00860,Zm00001d012968
M00860,Zm00001d034641
M00860,Zm00001d042933
M00860,Zm00001d012430
M00860,Zm00001d042934
M00860,Zm00001d038379
M00860,Zm00001d036330
M00860,Zm00001d012427
M00860,Zm00001d047786
M00860,Zm00001d028667
M00860,Zm00001d034639
M00861,Zm00001d006736
M00861,Zm00001d022002
M00862,Zm00001d022525
M00862,Zm00001d027846
M00862,Zm00001d042736
M00862,Zm00001d028625
M00862,Zm00001d020837
M00862,Zm00001d013783
M00862,Zm00001d034653
M00862,Zm00001d013724
M00862,Zm00001d040362
M00862,Zm00001d017575
M00862,Zm00001d034163
M00862,Zm00001d021591
M00862,Zm00001d051439
M00862,Zm00001d043904
M00862,Zm00001d026096
M00862,Zm00001d010740
M00862,Zm00001d038281
M00862,Zm00001d006463
M00862,Zm00001d017788
M00862,Zm00001d029512
M00862,Zm00001d012280
M00862,Zm00001d051700
M00862,Zm00001d026628
M00862,Zm00001d030897
M00862,Zm00001d038693
M00862,Zm00001d024790
M00862,Zm00001d012963
M00862,Zm00001d043402
M00862,Zm00001d034651
M00862,Zm00001d032578
M00862,Zm00001d039482
M00862,Zm00001d032999
M00862,Zm00001d051577
M00862,Zm00001d033325
M00862,Zm00001d033093
M00862,Zm00001d030727
M00862,Zm00001d041549
M00862,Zm00001d040455
M00862,Zm00001d011058
M00862,Zm00001d017900
M00862,Zm00001d012703
M00862,Zm00001d013200
M00863,Zm00001d010785
M00863,Zm00001d017409
M00863,Zm00001d047081
M00863,Zm00001d048391
M00863,Zm00001d002811
M00863,Zm00001d018421
M00863,Zm00001d025953
M00863,Zm00001d051981
M00863,Zm00001d038801
M00863,Zm00001d029896
M00863,Zm00001d012757
M00864,Zm00001d048527
M00864,Zm00001d027317
M00864,Zm00001d033246
M00864,Zm00001d031060
M00864,Zm00001d031061
M00864,Zm00001d032681
M00864,Zm00001d008869
M00864,Zm00001d041489
M00865,Zm00001d021268
M00865,Zm00001d006195
M00866,Zm00001d043076
M00866,Zm00001d042920
M00866,Zm00001d035535
M00866,Zm00001d010998
M00866,Zm00001d028986
M00866,Zm00001d012516
M00866,Zm00001d004889
M00867,Zm00001d048227
M00867,Zm00001d006195
M00867,Zm00001d021268
M00868,Zm00001d027757
M00868,Zm00001d031736
M00868,Zm00001d020714
M00868,Zm00001d034433
M00868,Zm00001d016520
M00868,Zm00001d018941
M00868,Zm00001d026094
M00868,Zm00001d012823
M00868,Zm00001d028269
M00868,Zm00001d012749
M00868,Zm00001d021264
M00868,Zm00001d046204
M00868,Zm00001d021263
M00868,Zm00001d046299
M00868,Zm00001d044259
M00868,Zm00001d005843
M00868,Zm00001d016674
M00868,Zm00001d005888
M00868,Zm00001d022295
M00868,Zm00001d044168
M00868,Zm00001d029270
M00868,Zm00001d032923
M00868,Zm00001d011406
M00868,Zm00001d038746
M00868,Zm00001d016255
M00868,Zm00001d010812
M00868,Zm00001d034886
M00868,Zm00001d048041
M00868,Zm00001d010811
M00868,Zm00001d052738
M00869,Zm00001d032923
M00869,Zm00001d012823
M00869,Zm00001d033987
M00869,Zm00001d046299
M00869,Zm00001d005888
M00869,Zm00001d029270
M00869,Zm00001d038746
M00869,Zm00001d010812
M00869,Zm00001d010811
M00869,Zm00001d044259
M00869,Zm00001d026094
M00869,Zm00001d016674
M00869,Zm00001d016520
M00869,Zm00001d016255
M00869,Zm00001d031736
M00869,Zm00001d034433
M00869,Zm00001d012749
M00869,Zm00001d034886
M00869,Zm00001d011406
M00869,Zm00001d021264
M00869,Zm00001d052738
M00869,Zm00001d005843
M00869,Zm00001d018941
M00869,Zm00001d020714
M00869,Zm00001d022295
M00869,Zm00001d044168
M00869,Zm00001d027757
M00869,Zm00001d048041
M00869,Zm00001d046204
M00869,Zm00001d021263
M00869,Zm00001d028269
M00870,Zm00001d028413
M00870,Zm00001d027679
M00870,Zm00001d027678
M00870,Zm00001d030364
M00870,Zm00001d051891
M00870,Zm00001d048401
M00870,Zm00001d047921
M00871,Zm00001d041818
M00871,Zm00001d013399
M00871,Zm00001d032194
M00871,Zm00001d040428
M00871,Zm00001d033815
M00871,Zm00001d008251
M00871,Zm00001d040423
M00871,Zm00001d040426
M00872,Zm00001d042463
M00872,Zm00001d012128
M00873,Zm00001d045112
M00873,Zm00001d028265
M00873,Zm00001d046755
M00873,Zm00001d011785
M00873,Zm00001d015521
M00873,Zm00001d038191
M00873,Zm00001d036802
M00873,Zm00001d048046
M00873,Zm00001d018380
M00873,Zm00001d010280
M00874,Zm00001d044785
M00874,Zm00001d039260
M00875,Zm00001d024547
M00875,Zm00001d014863
M00875,Zm00001d049543
M00875,Zm00001d051480
M00875,Zm00001d034947
M00875,Zm00001d034946
M00875,Zm00001d017642
M00875,Zm00001d026017
M00876,Zm00001d024630
M00876,Zm00001d051267
M00876,Zm00001d029293
M00876,Zm00001d011669
M00876,Zm00001d052804
M00876,Zm00001d018097
M00876,Zm00001d017383
M00876,Zm00001d024784
M00876,Zm00001d010907
M00876,Zm00001d009435
M00876,Zm00001d031270
M00876,Zm00001d022259
M00876,Zm00001d043687
M00876,Zm00001d021537
M00876,Zm00001d044538
M00876,Zm00001d039700
M00876,Zm00001d003412
M00876,Zm00001d038878
M00876,Zm00001d040527
M00876,Zm00001d014989
M00876,Zm00001d010906
M00877,Zm00001d024784
M00877,Zm00001d023931
M00877,Zm00001d010907
M00877,Zm00001d024630
M00877,Zm00001d009435
M00877,Zm00001d023932
M00877,Zm00001d044538
M00877,Zm00001d040527
M00877,Zm00001d011669
M00877,Zm00001d038878
M00877,Zm00001d010906
M00878,Zm00001d017702
M00878,Zm00001d030911
M00878,Zm00001d051527
M00878,Zm00001d034181
M00878,Zm00001d020384
M00878,Zm00001d017563
M00878,Zm00001d050350
M00878,Zm00001d049511
M00878,Zm00001d041377
M00878,Zm00001d041376
M00878,Zm00001d032249
M00878,Zm00001d033310
M00878,Zm00001d024532
M00879,Zm00001d051480
M00879,Zm00001d049543
M00879,Zm00001d017642
M00879,Zm00001d046974
M00879,Zm00001d014863
M00879,Zm00001d026017
M00879,Zm00001d045581
M00879,Zm00001d036632
M00879,Zm00001d024547
M00879,Zm00001d051458
M00881,Zm00001d051527
M00881,Zm00001d017702
M00881,Zm00001d024532
M00881,Zm00001d050350
M00881,Zm00001d049511
M00881,Zm00001d041377
M00881,Zm00001d041376
M00881,Zm00001d020384
M00881,Zm00001d017563
M00881,Zm00001d034181
M00881,Zm00001d032249
M00881,Zm00001d033310
M00881,Zm00001d030911
M00882,Zm00001d028850
M00882,Zm00001d028842
M00882,Zm00001d042665
M00882,Zm00001d009088
M00882,Zm00001d037118
M00882,Zm00001d009090
M00882,Zm00001d009089
M00882,Zm00001d009091
M00882,Zm00001d040621
M00882,Zm00001d047671
M00882,Zm00001d032024
M00883,Zm00001d030678
M00883,Zm00001d017243
M00883,Zm00001d035605
M00883,Zm00001d051117
M00883,Zm00001d008528
M00883,Zm00001d048623
M00883,Zm00001d041576
M00883,Zm00001d040019
M00886,Zm00001d020982
M00887,Zm00001d012015
M00887,Zm00001d020941
M00887,Zm00001d031487
M00887,Zm00001d034730
M00887,Zm00001d026175
M00887,Zm00001d012916
M00887,Zm00001d006028
M00887,Zm00001d052905
M00888,Zm00001d010309
M00889,Zm00001d014858
M00889,Zm00001d021863
M00889,Zm00001d017391
M00889,Zm00001d032502
M00889,Zm00001d031109
M00889,Zm00001d018829
M00889,Zm00001d041277
M00889,Zm00001d048083
M00889,Zm00001d013663
M00889,Zm00001d013662
M00889,Zm00001d002829
M00889,Zm00001d013661
M00889,Zm00001d013895
M00889,Zm00001d033508
M00889,Zm00001d025944
M00889,Zm00001d028216
M00890,Zm00001d028216
M00890,Zm00001d014858
M00890,Zm00001d002829
M00890,Zm00001d018829
M00890,Zm00001d013895
M00890,Zm00001d048083
M00890,Zm00001d031109
M00890,Zm00001d013661
M00890,Zm00001d013662
M00890,Zm00001d021863
M00890,Zm00001d041277
M00890,Zm00001d013663
M00890,Zm00001d017391
M00890,Zm00001d033508
M00890,Zm00001d032502
M00890,Zm00001d025944
M00891,Zm00001d031597
M00891,Zm00001d053020
M00891,Zm00001d011985
M00891,Zm00001d018045
M00891,Zm00001d025896
M00891,Zm00001d018530
M00891,Zm00001d051216
M00891,Zm00001d006165
M00891,Zm00001d041866
M00891,Zm00001d042305
M00891,Zm00001d031725
M00891,Zm00001d004791
M00891,Zm00001d044836
M00891,Zm00001d037221
M00891,Zm00001d025033
M00891,Zm00001d023565
M00891,Zm00001d017350
M00892,Zm00001d006165
M00892,Zm00001d025033
M00892,Zm00001d031597
M00892,Zm00001d053020
M00892,Zm00001d025896
M00892,Zm00001d011985
M00892,Zm00001d041866
M00892,Zm00001d018530
M00892,Zm00001d018045
M00892,Zm00001d004791
M00892,Zm00001d042305
M00892,Zm00001d051216
M00892,Zm00001d017350
M00892,Zm00001d037221
M00892,Zm00001d044836
M00892,Zm00001d023565
M00892,Zm00001d031725
M00898,Zm00001d006001
M00898,Zm00001d012789
M00898,Zm00001d002794
M00898,Zm00001d020881
M00898,Zm00001d039584
M00898,Zm00001d044162
M00898,Zm00001d034475
M00898,Zm00001d051328
M00898,Zm00001d041397
M00898,Zm00001d013708
M00898,Zm00001d011413
M00898,Zm00001d038761
M00898,Zm00001d038023
M00898,Zm00001d013709
M00898,Zm00001d024323
M00898,Zm00001d012788
M00898,Zm00001d010399
M00898,Zm00001d033291
M00898,Zm00001d034073
M00898,Zm00001d011527
M00898,Zm00001d049173
M00898,Zm00001d030969
M00898,Zm00001d018656
M00898,Zm00001d010805
M00898,Zm00001d043950
M00898,Zm00001d039032
M00898,Zm00001d007329
M00898,Zm00001d041958
M00899,Zm00001d020881
M00899,Zm00001d010805
M00899,Zm00001d012789
M00899,Zm00001d038843
M00899,Zm00001d049173
M00899,Zm00001d007329
M00899,Zm00001d041958
M00899,Zm00001d034073
M00899,Zm00001d009939
M00899,Zm00001d008793
M00899,Zm00001d038761
M00899,Zm00001d006001
M00899,Zm00001d037607
M00899,Zm00001d010399
M00899,Zm00001d012788
M00899,Zm00001d039584
M00899,Zm00001d011133
M00899,Zm00001d018656
M00899,Zm00001d043663
M00899,Zm00001d039032
M00899,Zm00001d043950
M00899,Zm00001d011413
M00899,Zm00001d011527
M00899,Zm00001d044162
M00900,Zm00001d008794
M00900,Zm00001d036726
M00900,Zm00001d020495
M00900,Zm00001d046805
M00900,Zm00001d020881
M00900,Zm00001d015515
M00900,Zm00001d020492
M00900,Zm00001d005749
M00900,Zm00001d039532
M00901,Zm00001d023336
M00962,Zm00001d017592
M00964,Zm00001d017592
M00969,Zm00001d018435
M00969,Zm00001d051956
M00970,Zm00001d003414
M00970,Zm00001d042609
M00970,Zm00001d034984
M00970,Zm00001d014405
M00970,Zm00001d019207
M00970,Zm00001d023669
M00970,Zm00001d000112
M00970,Zm00001d005208
M00970,Zm00001d041791
M00970,Zm00001d038221
M00970,Zm00001d031164
M00971,Zm00001d036050
M00971,Zm00001d046126
M00971,Zm00001d003583
M00971,Zm00001d049678
M00971,Zm00001d016119
M00971,Zm00001d025483
M00971,Zm00001d035084
M00971,Zm00001d037029
M00971,Zm00001d045463
M00974,Zm00001d027459
M00978,Zm00001d035084
M00978,Zm00001d049678
M00978,Zm00001d045463
M00978,Zm00001d036050
M00979,Zm00001d041791
M00979,Zm00001d006053
M00979,Zm00001d035266
M00979,Zm00001d020982
M00980,Zm00001d027459
M00982,Zm00001d037607
M00982,Zm00001d024323
M00982,Zm00001d012746
M00982,Zm00001d033965
M00982,Zm00001d008578
M00982,Zm00001d038843
M00982,Zm00001d051550
M00982,Zm00001d044162
M00982,Zm00001d018656
M00982,Zm00001d038023
M00982,Zm00001d008793
M00982,Zm00001d016052
M00982,Zm00001d039531
M00982,Zm00001d030969
M00982,Zm00001d044171
M00982,Zm00001d020495
M00982,Zm00001d004086
M00982,Zm00001d026252
M00982,Zm00001d002452
M00982,Zm00001d024376
M00982,Zm00001d034888
M00982,Zm00001d016457
M00982,Zm00001d002405
M00982,Zm00001d053369
M00982,Zm00001d011133
M00982,Zm00001d043569
M00982,Zm00001d033291
M00982,Zm00001d009698
M00982,Zm00001d043474
M00982,Zm00001d011413
M00982,Zm00001d013307
M00982,Zm00001d050195
M00982,Zm00001d011403
M00982,Zm00001d043663
M00982,Zm00001d043950
M00982,Zm00001d037054
M00982,Zm00001d013708
M00982,Zm00001d034475
M00982,Zm00001d041397
M00982,Zm00001d013709
M00982,Zm00001d030139
M00982,Zm00001d017712
M00982,Zm00001d011527
M00982,Zm00001d039032
M00982,Zm00001d041958
M00982,Zm00001d034073
M00982,Zm00001d012789
M00982,Zm00001d051328
M00982,Zm00001d009939
M00982,Zm00001d006001
M00982,Zm00001d038761
M00982,Zm00001d020881
M00982,Zm00001d002794
M00982,Zm00001d010399
M00982,Zm00001d010805
M00982,Zm00001d007329
M00982,Zm00001d039584
M00982,Zm00001d049173
M00982,Zm00001d012788
M01045,Zm00001d000339
M01045,Zm00001d027687
M01045,Zm00001d019744
M01045,Zm00001d019098
M01045,Zm00001d007119
M01045,Zm00001d045044
M01045,Zm00001d019096
M01045,Zm00001d044004
M01045,Zm00001d018158
M01045,Zm00001d037941
M01045,Zm00001d003871
M01045,Zm00001d025298
M01045,Zm00001d036251
M01045,Zm00001d031673
M01045,Zm00001d043491
M01045,Zm00001d032095
M01045,Zm00001d053707
M01045,Zm00001d045262
M01045,Zm00001d011499
M01045,Zm00001d016623
M01045,Zm00001d026191
M01045,Zm00001d003884
M01045,Zm00001d025409
M01045,Zm00001d038585
M01045,Zm00001d014113
M01045,Zm00001d052167
M01045,Zm00001d009573
M01045,Zm00001d038584
M01045,Zm00001d031796
M01045,Zm00001d039019
M01045,Zm00001d027686
M01045,Zm00001d015639
M01045,Zm00001d022488
M01045,Zm00001d052365
M01045,Zm00001d002761
M01045,Zm00001d002762
M01045,Zm00001d002760
M01045,Zm00001d024436
M01045,Zm00001d049903
M01045,Zm00001d020595
M01045,Zm00001d050948
M01045,Zm00001d027925
M01045,Zm00001d017462
M01045,Zm00001d025281
M01046,Zm00001d049364
M01046,Zm00001d027686
M01046,Zm00001d005892
M01046,Zm00001d012585
M01046,Zm00001d044004
M01046,Zm00001d018305
M01046,Zm00001d024324
M01046,Zm00001d047339
M01046,Zm00001d043205
M01046,Zm00001d014113
M01046,Zm00001d011499
M01046,Zm00001d021089
M01046,Zm00001d031796
M01046,Zm00001d002762
M01046,Zm00001d031673
M01046,Zm00001d027687
M01046,Zm00001d036251
M01046,Zm00001d005798
M01046,Zm00001d052365
M01046,Zm00001d045044
M01046,Zm00001d032095
M01046,Zm00001d045262
M01046,Zm00001d027925
M01046,Zm00001d009103
M01046,Zm00001d022461
M01046,Zm00001d040651
M01046,Zm00001d002760
M01046,Zm00001d002761
M01046,Zm00001d026191
M01046,Zm00001d052087
M01046,Zm00001d017462
M01046,Zm00001d020595
M01048,Zm00001d036298
M01048,Zm00001d026447
M01048,Zm00001d002079
M01048,Zm00001d045204
M01050,Zm00001d052087
M01050,Zm00001d047339
M01050,Zm00001d020595
M01050,Zm00001d014113
M01050,Zm00001d011499
M01050,Zm00001d024324
M01050,Zm00001d044004
M01050,Zm00001d010676
M01050,Zm00001d019744
M01050,Zm00001d043205
M01050,Zm00001d021089
M01050,Zm00001d012585
M01050,Zm00001d005892
M01050,Zm00001d027686
M01050,Zm00001d052365
M01050,Zm00001d045044
M01050,Zm00001d018305
M01050,Zm00001d049364
M01050,Zm00001d037941
M01050,Zm00001d027687
